id,Cluster
1,3
2,3
3,3
4,3
5,3
6,3
7,3
8,3
9,3
10,3
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,3
52,3
53,3
54,3
55,3
56,3
57,3
58,3
59,3
60,3
61,3
62,3
63,3
64,3
65,3
66,3
67,3
68,3
69,3
70,3
71,3
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,3
82,3
83,3
84,3
85,3
86,3
87,3
88,3
89,3
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,3
99,1
100,1
101,1
102,1
103,1
104,1
105,3
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,3
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,3
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,3
161,1
162,1
163,1
164,3
165,1
166,3
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,3
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,2
191,2
192,2
193,2
194,2
195,2
196,2
197,2
198,2
199,2
200,3
201,2
202,2
203,2
204,1
205,3
206,2
207,1
208,2
209,2
210,2
211,3
212,2
213,2
214,1
215,3
216,2
217,2
218,2
219,3
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
230,2
231,2
232,2
233,2
234,3
235,3
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,3
249,2
250,2
251,2
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,2
269,2
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,2
288,1
289,2
290,2
291,2
292,2
293,2
294,2
295,1
296,2
297,2
298,2
299,2
300,1
301,2
302,2
303,2
304,1
305,2
306,2
307,2
308,2
309,2
310,1
311,1
312,2
313,2
314,1
315,2
316,1
317,1
318,2
319,1
320,2
321,2
322,2
323,2
324,2
325,2
326,1
327,2
328,1
329,1
330,2
331,2
332,2
333,2
334,2
335,2
336,2
337,1
338,2
339,2
340,2
341,2
342,2
343,2
344,2
345,2
346,2
347,2
348,1
349,1
350,1
351,2
352,2
353,2
354,1
355,2
356,2
357,2
358,1
359,2
360,1
361,2
362,2
363,2
364,1
365,2
366,2
367,1
368,2
369,2
370,1
371,2
372,2
373,2
374,2
375,2
376,2
377,2
378,1
379,2
380,2
381,1
382,2
383,1
384,2
385,2
386,2
387,1
388,1
389,2
390,2
391,1
392,2
393,2
394,2
395,2
396,2
397,2
398,1
399,2
400,2
